id,iri,term,synonyms,facet,level,parent_id,definition,definition_source,pathway_stage,climate_scope,adaptation_tag,adaptation_condition,mitigation_tag,is_hazard,provenance,status,version
INT_306,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_306,Insurance,,Intervention,2,INT_305,Financial service providing contractual indemnification of producers or institutions against specified losses in exchange for a premium.,AGROVOC: insurance; World Bank (agricultural insurance),Intervention,Adaptation,Adaptation-conditional,"Output addresses a climate hazard, OR is produced by a qualifying intervention, OR an adaptation-specific principle or cross-cutting concept applies to it, OR produces a qualifying outcome; NOT adaptation when it is a general product with no climate-risk framing and no adaptation-specific link.",n/a,FALSE,Domain expert,current,5.0.0-draft
INT_329,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_329,Workshop,,Intervention,1,,"Intervention comprising a time-bound facilitated meeting convened to share knowledge, build skills or reach agreement among participants.","CGIAR Capacity Development Framework (workshops listed among ""software"" capacity-development modalities); no external definition",Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_307,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_307,Participatory workshop,,Intervention,2,INT_329,"Workshop that convenes stakeholders to deliberate and co-produce outputs jointly, rather than to receive instruction.",FAO (participatory approaches),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_308,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_308,Participatory monitoring,,Intervention,2,INT_300,"Monitoring, evaluation, learning that engages local stakeholders in collecting and interpreting monitoring data about conditions, resources or interventions.",FAO (participatory monitoring and evaluation),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_310,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_310,Consultation,,Intervention,1,,"Intervention that elicits the views of stakeholders on plans, policies or technologies before decisions are taken.",OECD (stakeholder consultation),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_312,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_312,Mechanization,,Intervention,1,,Intervention that introduces or expands the use of machinery and powered equipment in agricultural operations.,AGROVOC: agricultural machinery; FAO Sustainable Agricultural Mechanization,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_313,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_313,Commercialization,commercialisation,Intervention,1,,"Intervention that moves products, services or innovations into commercial markets and revenue-generating use.",CGIAR commercialization and scaling literature,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_314,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_314,Demonstration farm,demonstration plot,Intervention,1,,Intervention that operates a farm or plot to showcase practices and technologies to producers for learning and adoption.,FAO (extension demonstration plots); AGROVOC: agricultural extension (c_37834),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_315,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_315,Field trial,,Intervention,1,,"Intervention that tests technologies, varieties or practices under field conditions to evaluate their performance.",AGROVOC: field experimentation,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_316,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_316,On-farm trial,,Intervention,2,INT_315,Field trial conducted on producers' own farms under their management conditions.,AGROVOC: on-farm research,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_317,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_317,Long-term experiment,long-term trial,Intervention,2,INT_315,"Field trial maintained over many seasons or years to measure slow or cumulative effects, such as on soils and system resilience.",Rothamsted long-term experiments literature,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_318,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_318,Pilot,piloting,Intervention,1,,Intervention that implements an approach at limited scale to test feasibility and generate learning before wider rollout.,CGIAR portfolio activity category (no external reference),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_319,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_319,Farming practice,agricultural practice,Intervention,1,,"Intervention comprising the recurrent crop, livestock and land operations that producers apply in production.",FAO (agricultural practices),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_320,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_320,Sustainable agricultural practice,sustainable farming practice; sustainable practice; sustainable production practice; sustainable agricultural management practice,Intervention,1,,Intervention that maintains production while conserving the natural resource base and limiting environmental pressure.,FAO (sustainable agriculture),Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
INT_321,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/INT_321,Good agricultural practice,GAP,Intervention,1,,"Intervention comprising agricultural operations codified in recognised standards addressing food safety, environmental management and worker welfare.",FAO Good Agricultural Practices,Intervention,Adaptation,Adaptation-conditional,"Intervention addresses a climate hazard, OR produces a qualifying outcome (adaptation-specific or hazard-conditioned), OR produces an adaptation-specific impact; NOT adaptation when done purely for productivity, market, or development with no hazard link and no hazard-referenced result.",n/a,FALSE,Restructure (v5),current,5.0.0-draft
OUT_071,https://mlolita26.github.io/cgiar-climate-taxonomy/terms/OUT_071,Climate de-risking instrument,risk-sharing instrument,Output,1,,"Output comprising a financial instrument that transfers, pools, or pre-positions funding against climate-related losses for producers, communities, or governments, including sovereign disaster-risk financing, contingency funds, and risk-transfer products that enable faster, more reliable response and recovery.",World Bank; InsuResilience Global Partnership (climate and disaster risk finance and insurance),Output,Adaptation,Adaptation-specific,Intrinsic,n/a,FALSE,Domain expert,current,5.0.0-draft
