change,ID,term,facet,level (v5),parent (v5),field changed,value in v4,value in v5,why
DEFINITION CHANGED,TRT_01,Drought tolerance,Breeding trait,L2,TRT_09 Abiotic stress tolerance,Definition,Heritable crop or varietal trait conferring the ability to maintain growth and yield under water-deficit (drought) conditions.,Abiotic stress tolerance conferring the ability to maintain growth and yield under water-deficit (drought) conditions.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,TRT_02,Heat tolerance,Breeding trait,L2,TRT_09 Abiotic stress tolerance,Definition,Heritable crop or breed trait conferring the ability to maintain growth and yield under high-temperature (heat) stress.,Abiotic stress tolerance conferring the ability to maintain growth and yield under high-temperature (heat) stress.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,TRT_03,Submergence tolerance,Breeding trait,L2,TRT_09 Abiotic stress tolerance,Definition,Heritable crop trait conferring the ability to survive temporary complete submergence or waterlogging during floods.,Abiotic stress tolerance conferring the ability to survive temporary complete submergence or waterlogging during floods.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
DEFINITION CHANGED,TRT_04,Salinity tolerance,Breeding trait,L2,TRT_09 Abiotic stress tolerance,Definition,Heritable crop trait conferring the ability to maintain growth and yield under saline soil or water conditions.,Abiotic stress tolerance conferring the ability to maintain growth and yield under saline soil or water conditions.,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,CRK_110,Chilling stress,Climate risk,L6,CRK_108 Cold stress,Definition source,AGROVOC: chilling injury,IPCC AR6 WGII Ch.4,"was ""AGROVOC: cold injury (c_3114)"", which cites the injury sense and so no longer matched the label. Re-sourced to match its siblings Heat stress and Cold stress, both of which already cite IPCC AR6 WGII Ch.4"
SOURCE CHANGED,CRK_123,Fluvial flood,Climate risk,L5,CRK_122 Flood,Definition source,IPCC AR6 WGII Ch.4; AGROVOC: floods,IPCC AR6 WGII Ch.4; AGROVOC: flooding (c_2980),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,CRK_124,Pluvial flood,Climate risk,L5,CRK_122 Flood,Definition source,IPCC AR6 WGII Glossary: Flood (pluvial flood); AGROVOC: waterlogging,IPCC AR6 WGI Ch.11 (pluvial flooding); AGROVOC: waterlogging (c_8333),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,CRK_146,Soil salinization,Climate risk,L4,CRK_144 Soil hazard,Definition source,AGROVOC: salinization; IPCC SRCCL,AGROVOC: soil salinization (c_35321); IPCC SRCCL,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,INT_071,Salt marsh restoration,Intervention,L4,INT_066 Ecosystem restoration,Definition source,IPCC SROCC Ch.5 (coastal wetlands); AGROVOC: salt marshes,IPCC SROCC Ch.5 (coastal wetlands); AGROVOC: saltmarshes (c_6763),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,INT_155,South-South knowledge exchange,Intervention,L1,(top level),Definition source,AGROVOC: South-South cooperation,AGROVOC: South-South cooperation (c_25dc8c8a),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,INT_200,Digital sequence information,Intervention,L2,INT_021 Genetic resource policy,Definition source,CBD - Digital Sequence Information (Kunming-Montreal Global Biodiversity Framework),CBD / Nagoya Protocol (digital sequence information),audit T1.2: definition had no differentia and 'underpins' stated a relation
SOURCE CHANGED,INT_247,Energy management,Intervention,L1,(top level),Definition source,New activity-genus,FAO / IEA (energy management in agrifood systems),audit T2.13: source read 'New activity-genus'
SOURCE CHANGED,INT_268,Seed exchange,Intervention,L1,(top level),Definition source,AGROVOC: seed exchange,AGROVOC: germplasm exchange (c_deb98e72),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,OUT_009,Decision-support platform,Output,L1,(top level),Definition source,AGROVOC: decision support systems,AGROVOC: decision support (c_36897),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,OUT_028,Scientific publication,Output,L1,(top level),Definition source,AGROVOC: scientific publications,AGROVOC: publications (c_1329377502888),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,STK_001,Producer,Stakeholder,L1,(top level),Definition source,AGROVOC: producers,Actor category (CGIAR portfolio; no AGROVOC concept),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,STK_021,Extension service,Stakeholder,L2,STK_073 Service provider,Definition source,AGROVOC: extension services; FAO,AGROVOC: agricultural extension (c_37834); FAO,changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,STK_037,Food retailer,Stakeholder,L2,STK_028 Private sector,Definition source,AGROVOC: food retailing,AGROVOC: retail marketing (c_6536),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
SOURCE CHANGED,STK_038,Agricultural enterprise,Stakeholder,L2,STK_028 Private sector,Definition source,AGROVOC: agricultural enterprises,AGROVOC: enterprises (c_10626),changed by the 3 Sep cleanup; per-row reason in v5_hierarchy_decisions.md
